1.000000 0.380081 0.133469 0.176829 0.309621 0.006833 -0.004915 -0.014137 0.014538 0.007214 -0.002496 0.008732 -0.007780 -0.012973 0.000031 0.011774 0.002900 -0.000089 0.009228 -0.003690 -0.003733 0.011434 0.000864 -0.001376 -0.004938 0.015114 0.003115 -0.001641 0.001735 -0.000845 -0.001992 0.001173 0.003439 0.003756 0.027322 -0.005147 0.007746 0.003646 0.003634 0.010042 -0.000904 0.000864 -0.000350 0.016620 0.002854 0.012277 -0.000008 -0.000095 0.001787 0.005688 0.010970 -0.001641 -0.003691 -0.000665 0.000074 0.007964 0.000160 0.015363 0.006390 -0.000299 -0.006567 -0.003862 0.013348 -0.001072 0.003115 0.002076 0.000655 0.005079 -0.000508 0.000627 0.003818 0.004785 0.002593 -0.001580 -0.000256 -0.002294 -0.000053 -0.000866 0.002685 0.018484 0.011389 0.000893 -0.001504 -0.002136 0.003481 -0.000287 0.191046 37.573358 261.538856 122.179028 -857.905328 0.955141 0.966356 0.973085 0.996213 0.965990 0.898299
1.000000 0.381341 0.132246 0.145833 0.340580 0.007005 -0.014796 0.006211 0.006248 0.002156 -0.002552 0.011129 -0.006128 -0.012159 0.011129 -0.005214 0.008857 0.003356 0.015181 -0.009231 -0.004101 0.017091 0.000887 0.004348 -0.002696 0.006009 0.022551 0.003542 0.014752 -0.001128 -0.001599 0.001512 0.005573 -0.003658 0.006747 -0.009606 0.002784 -0.000319 0.000305 0.006817 -0.008611 -0.000283 -0.000643 0.034224 0.009122 0.004778 0.000000 0.000166 0.013059 0.004686 -0.000646 0.004274 -0.002671 -0.001621 0.011402 0.026894 0.000254 0.009236 -0.002456 0.000110 -0.004511 -0.003234 0.011584 -0.000762 0.003633 -0.007296 0.000961 0.000540 -0.001367 -0.000423 -0.000955 0.003074 0.003612 -0.005508 0.000265 -0.003692 0.000766 -0.000978 0.002697 0.012065 0.013220 0.012699 -0.001465 -0.001145 0.013025 -0.000129 0.204770 39.252005 268.766148 133.104831 -665.718307 0.943769 0.957827 0.966261 0.992366 0.951839 0.882018
1.000000 0.416667 0.144444 0.205556 0.233333 -0.011137 0.007118 -0.002201 0.009706 -0.004090 0.001466 0.036107 -0.008597 0.035513 -0.008858 -0.015883 0.002324 -0.016208 0.003940 -0.003089 0.015286 0.041396 -0.001305 0.006464 -0.015871 0.018736 0.000779 0.003232 -0.003221 0.002267 -0.005891 0.000000 0.001429 0.021075 0.014630 -0.008785 0.000807 0.007389 0.015295 0.072476 0.004020 0.000000 0.002743 0.033470 0.005677 0.026133 0.000000 0.002779 0.000000 0.007389 0.012190 0.000211 -0.002853 0.005133 -0.001320 0.014787 0.000000 0.002101 0.006531 -0.002681 0.049623 0.009313 0.013213 -0.001292 0.007842 0.001526 0.000000 -0.018974 -0.004001 0.002217 0.005130 0.007808 -0.002853 0.002490 0.001180 0.000280 0.000000 -0.003329 0.000000 0.007673 0.016586 -0.004341 0.001429 0.000000 -0.005937 0.000000 0.331399 38.303336 269.208698 135.917969 -152.779674 0.911591 1.000000 1.000000 0.792481 1.000000 1.000000
1.000000 0.301961 0.129412 0.192157 0.376471 0.003331 -0.013020 0.012841 0.001023 0.013507 -0.005458 0.020886 -0.006521 0.004477 0.011153 -0.021367 0.010900 -0.017095 0.023306 -0.005131 0.011371 0.044206 0.001572 -0.008603 -0.002440 -0.009175 0.038979 0.000515 0.017090 0.001441 -0.004511 0.003659 0.005413 -0.004965 -0.001692 -0.009316 0.013889 0.007603 0.025436 -0.004550 -0.009847 0.001572 0.000000 0.023250 0.001745 0.008163 0.000000 0.000000 0.024025 0.029179 0.005431 0.015724 0.000000 -0.002855 0.024025 -0.009847 0.002316 0.045095 0.000025 0.000000 -0.001987 0.032298 -0.000957 -0.002127 0.002747 -0.009792 0.001678 -0.015914 -0.008584 0.000196 0.008774 0.010167 0.016387 0.015522 0.000000 -0.006443 0.000000 0.004267 -0.002441 -0.002297 0.029407 -0.004848 0.000000 0.000000 0.005004 0.000000 0.299402 38.385873 267.398689 137.903113 -194.017626 0.933250 1.000000 1.000000 0.840732 1.000000 1.000000
1.000000 0.376164 0.162011 0.178771 0.283054 0.017955 -0.017926 0.005553 -0.000082 0.002500 -0.004841 0.015454 -0.007865 -0.022466 0.013165 -0.003499 0.021079 0.005653 0.021630 -0.012324 -0.006459 0.027528 -0.000318 0.000319 -0.001104 0.011667 0.015684 0.002632 0.005867 -0.001815 -0.004592 0.004879 0.002480 -0.007109 0.012598 -0.008797 0.014823 0.012119 0.013538 0.007501 -0.001459 0.002879 0.000000 0.025296 0.003602 0.013897 0.001110 -0.000086 0.000589 -0.003480 0.003533 0.004724 0.001024 -0.001470 0.005624 0.023728 -0.000157 0.005624 0.004775 -0.000313 -0.009216 -0.005169 0.008859 -0.003157 -0.000203 -0.007002 0.004375 0.004851 -0.006155 -0.000704 0.009368 0.005146 0.013180 -0.004384 0.003921 -0.004392 0.000843 -0.001944 0.000818 0.000034 0.007818 0.013815 -0.002922 0.000000 0.014148 -0.000838 0.210907 36.116070 258.656819 121.861059 -338.447665 0.951803 0.963852 1.000000 0.967892 0.879178 1.000000
1.000000 0.347368 0.150877 0.205263 0.296491 0.019331 -0.001396 -0.018028 0.002521 0.002073 0.003717 0.012620 -0.010584 -0.018028 -0.006928 0.010998 0.020424 -0.000982 0.006287 -0.001077 -0.003241 0.017706 0.004934 -0.002401 -0.000157 0.007627 0.011349 0.021669 -0.008489 0.000203 0.001971 -0.000175 -0.000160 0.007302 0.005552 -0.005672 0.002076 -0.002296 0.019799 0.003762 0.002469 -0.001405 0.000000 0.016742 0.008960 0.013149 0.004243 0.000028 0.005788 0.012965 0.010888 0.002014 -0.003936 -0.002558 -0.001124 -0.000999 -0.000314 0.011835 -0.001398 0.000000 -0.011449 -0.004845 0.011134 0.001468 -0.003600 -0.001398 -0.001049 0.013108 -0.004667 -0.000175 0.008375 0.011208 0.001552 0.006148 -0.000175 -0.002198 0.002300 -0.004691 0.007175 0.020128 0.003505 0.029906 -0.002710 -0.002714 0.003762 0.001115 0.225454 35.368593 255.678875 117.302242 -350.512903 0.953197 0.964898 1.000000 0.972148 0.880549 1.000000
1.000000 0.366667 0.172222 0.161111 0.300000 0.024001 -0.013050 -0.002063 -0.004312 -0.003986 0.003812 0.011447 -0.007560 -0.013231 0.005207 -0.003142 0.014158 -0.004312 0.007259 -0.004589 0.001848 0.011487 0.004262 0.004664 0.004684 0.021414 0.012060 0.012470 0.006298 -0.002246 -0.002873 -0.000827 0.002771 -0.004074 0.011472 -0.006039 -0.004067 0.001278 0.006163 0.010381 -0.003994 -0.001732 -0.001199 0.015048 -0.002398 0.004063 0.002971 -0.000914 0.008513 0.011355 0.015257 -0.001163 -0.003013 0.007184 0.003411 0.007909 0.000000 0.016762 0.000841 -0.000595 -0.002932 -0.001338 0.003052 -0.001590 -0.001239 -0.003907 -0.000046 -0.000612 -0.006058 0.001201 0.011472 0.017885 0.001468 -0.000962 0.000548 -0.001986 -0.000271 -0.001740 -0.002292 0.005878 0.009623 0.006644 -0.002416 -0.002005 0.008495 0.000548 0.193517 35.923809 256.582687 115.839711 -522.989819 0.954528 0.965896 1.000000 0.972148 0.884602 1.000000
1.000000 0.356280 0.175121 0.163647 0.304952 -0.000645 -0.003605 -0.002258 0.006575 0.012116 -0.005985 0.015030 -0.009954 -0.005144 -0.003091 -0.003462 0.013500 -0.005348 0.016825 -0.006847 -0.000758 0.016949 0.001309 0.001674 -0.002825 0.012165 0.002186 -0.002198 0.005268 -0.002164 -0.004222 0.002321 0.006131 0.013846 0.011897 -0.007264 -0.000981 0.007707 0.015830 0.009463 -0.003918 0.003358 -0.000716 0.017183 0.004461 0.019310 -0.000016 -0.000060 0.001482 0.004974 0.004899 0.003732 -0.004068 -0.004757 0.004818 0.012516 0.000000 0.009207 0.002412 0.000813 -0.006636 -0.001581 0.008988 -0.002948 0.008072 0.000112 0.000900 -0.001985 -0.007958 0.002321 0.002088 0.012485 0.008888 -0.001558 -0.000566 -0.002905 0.000806 -0.000749 -0.000990 0.004619 0.015043 0.003827 -0.004564 -0.002755 -0.003792 -0.000809 0.174125 36.132874 255.905736 119.960028 -926.627114 0.951075 0.963306 0.970645 0.988456 0.963420 0.896000
1.000000 0.423729 0.144068 0.155367 0.276836 0.035585 -0.015097 -0.027116 0.017948 -0.004156 0.001905 0.012256 -0.006134 -0.018808 -0.007477 0.028811 0.005327 -0.005933 0.035783 -0.005576 -0.008071 0.039245 0.000459 -0.005011 0.010473 0.008135 0.014598 0.005063 -0.002957 -0.000186 -0.002858 -0.000350 0.021023 0.008734 0.022569 0.001647 0.016502 0.000085 0.000928 0.010864 -0.005696 0.000459 -0.001665 0.008734 0.003640 0.000840 0.003706 0.002843 0.013939 -0.009187 -0.001141 0.005815 -0.002801 0.001076 0.000727 0.013071 0.000858 0.008454 0.000888 0.000000 -0.007587 -0.002342 0.029481 -0.003482 0.009667 0.001470 -0.000647 0.005262 0.010128 0.001431 0.016919 -0.000297 0.015424 -0.002360 0.000009 0.000000 0.000858 0.014964 -0.000186 -0.001249 0.030421 0.004855 -0.003133 -0.001951 -0.005242 0.000009 0.266700 39.095855 271.194064 127.949478 -247.548683 0.941713 0.956285 1.000000 0.963560 0.855686 1.000000
1.000000 0.414815 0.170370 0.207407 0.207407 0.040368 -0.020075 -0.028771 0.029165 -0.009918 0.000809 0.042254 -0.012312 -0.021513 0.010341 0.009935 0.009935 -0.003809 0.019954 0.001754 -0.010610 0.057507 0.009061 -0.006023 -0.000232 0.018010 -0.003004 0.069011 -0.009024 -0.003423 -0.006361 0.009061 0.012183 -0.005854 0.062530 0.011389 0.000000 -0.001761 0.003926 0.009931 0.000535 0.000000 0.000000 0.002990 0.006767 0.009362 0.007983 0.000000 0.025667 0.006767 0.006767 0.000000 0.000000 -0.001131 0.000000 0.000000 0.000000 -0.001761 0.012183 0.005752 -0.011021 0.000000 0.015371 -0.005321 0.000000 0.015593 0.003926 0.009931 -0.004077 0.009061 0.062530 0.013834 0.004370 0.018395 0.000000 0.000000 0.000000 0.013834 0.015767 -0.001761 0.042616 0.004370 0.000000 0.000535 0.026773 0.000000 0.486027 36.768561 274.318726 133.748678 -122.612165 0.946911 1.000000 1.000000 0.833333 1.000000 1.000000
